,title,release_date,popularity,vote_average,vote_count
461,Dangal,12/21/2016,3.741,7.887,1054
462,Justice League: The Flashpoint Paradox,7/30/2013,3.6418,7.886,1888
463,"Remi, Nobody's Boy",12/12/2018,1.8321,7.9,435
464,Wish Dragon,1/15/2021,4.4383,7.884,1399
465,Ron's Gone Wrong,10/14/2021,3.4614,7.883,1928
466,My Way,12/21/2011,2.2309,7.883,416
467,An Egg Rescue,8/12/2021,1.756,7.9,412
468,Roman Holiday,8/26/1953,5.4394,7.9,2137
469,Sword Art Online the Movie – Progressive – Aria of a Starless Night,10/30/2021,2.1399,7.881,303
470,Bad Genius,5/3/2017,1.6054,7.88,805
471,Werckmeister Harmonies,2/1/2001,1.2852,7.9,347
472,A Bronx Tale,10/1/1993,6.1902,7.878,2647
473,El Infierno,9/3/2010,7.0229,7.876,715
474,Teen Titans: Trouble in Tokyo,9/15/2006,3.5076,7.876,436
475,The Mitchells vs. the Machines,4/22/2021,5.3369,7.875,3112
476,Mamma Roma,9/22/1962,1.6389,7.9,415
477,Thirteen Lives,7/18/2022,4.9189,7.874,1352
478,The Greatest Showman,12/20/2017,7.1443,7.874,9700
479,Kill Bill: Vol. 2,4/16/2004,6.7733,7.9,14380
480,Nimona,6/23/2023,4.8753,7.873,1226
481,Mary and Max,4/9/2009,4.2234,7.9,2096
482,The Night of the Hunter,7/27/1955,3.2457,7.872,1695
483,La Jetée,2/16/1962,2.0875,7.9,938
484,Paper Moon,5/9/1973,1.6721,7.9,762
485,Wild Tales,8/21/2014,3.9797,7.9,3532
486,The Battle of Algiers,9/8/1966,2.7527,7.867,822
487,Young Frankenstein,12/15/1974,3.3975,7.868,3234
488,Dancer in the Dark,9/1/2000,27.6516,7.9,1881
489,Scooby-Doo! Camp Scare,9/14/2010,2.3166,7.865,312
490,Little Women,12/25/2019,5.6726,7.864,6508
491,Vincent,10/1/1982,1.0212,7.863,877
492,Perfect Strangers,2/11/2016,2.6364,7.862,4479
493,Sing Street,3/11/2016,2.2888,7.861,2357
494,Ace in the Hole,6/29/1951,1.8787,7.9,698
495,Grand Illusion,6/4/1937,1.4816,7.859,730
496,Let Go,11/1/2024,1.8394,7.857,336
497,Anatomy of a Murder,7/1/1959,2.6306,7.856,1066
498,Just Mercy,12/25/2019,2.6823,7.855,2350
499,Tampopo,11/23/1985,2.7082,7.9,387
500,A Beautiful Mind,12/14/2001,7.0915,7.855,10569
501,The Cameraman,9/10/1928,1.81,7.9,405
502,Downfall,9/16/2004,4.1098,7.854,4029
503,Stand by Me,8/8/1986,5.0395,7.9,6138
504,Pather Panchali,8/26/1955,2.0171,7.9,451
505,We Bare Bears: The Movie,6/30/2020,2.4539,7.852,829
506,How to Train Your Dragon,3/18/2010,20.8158,7.851,13681
507,Fargo,3/8/1996,7.3215,7.851,8506
508,The Virgin Spring,2/8/1960,1.8042,7.8,631
509,Millennium Actress,9/14/2002,2.925,7.849,925
510,Dog Day Afternoon,9/21/1975,3.4109,7.8,3119
511,Indiana Jones and the Last Crusade,5/24/1989,13.1814,7.848,10553
512,"The Gangster, the Cop, the Devil",5/15/2019,11.6984,7.848,1308
513,Sherlock: The Abominable Bride,1/1/2016,2.7699,7.8,2282
514,Her,12/18/2013,9.4098,7.847,14686
515,Shoplifters,6/2/2018,2.7105,7.846,2157
516,Isle of Dogs,3/23/2018,5.041,7.846,5095
517,"Monsters, Inc.",11/1/2001,16.1268,7.846,19020
518,See You Up There,10/25/2017,1.6152,7.845,1308
519,War Room,8/28/2015,3.2738,7.845,550
520,Mr. Smith Goes to Washington,10/19/1939,2.389,7.845,1109
521,Sing 2,12/1/2021,11.6584,7.845,4592
522,Warrior,9/9/2011,5.4059,7.844,4758
523,An Autumn Afternoon,11/18/1962,1.489,7.8,302
524,Dances with Wolves,3/30/1990,5.2084,7.844,4436
525,Knives Out,11/27/2019,9.7949,7.843,13013
526,Departures,9/13/2008,2.0487,7.8,864
527,The Theory of Everything,11/7/2014,5.3757,7.84,10788
528,Charm City Kings,1/27/2020,9.0356,7.839,483
529,"No Game, No Life: Zero",7/15/2017,2.4079,7.839,410
530,Feast,10/25/2014,0.924,7.839,872
531,Argentina 1985,9/29/2022,2.6391,7.838,680
532,Redeeming Love,1/21/2022,7.9387,7.838,640
533,The Big Lebowski,3/6/1998,6.9422,7.838,11620
534,Finch,11/4/2021,7.4952,7.837,3718
535,Sunrise: A Song of Two Humans,11/4/1927,1.8058,7.835,844
536,Mulholland Dr.,1/1/1999,0.8301,7.834,509
537,The Nightmare Before Christmas,10/9/1993,10.4771,7.834,9852
538,The Shadow in My Eye,10/28/2021,1.7405,7.833,521
539,Lisbela and the Prisoner,8/22/2003,0.1525,7.832,393
540,Carlito's Way,11/10/1993,4.1702,7.831,3289
541,Kagemusha,4/26/1980,2.4971,7.83,690
542,Papillon,12/16/1973,3.7384,7.83,1990
543,Ratatouille,6/28/2007,14.546,7.83,17686
544,A Fistful of Dollars,9/12/1964,5.6382,7.831,4460
545,Close to the Horizon,10/10/2019,2.6552,7.8,494
546,Elite Squad: The Enemy Within,10/8/2010,2.4273,7.829,1925
547,Forgotten Love,9/26/2023,2.1141,7.828,317
548,Invisible Life,8/30/2019,1.4149,7.828,325
549,Raya and the Last Dragon,3/3/2021,7.6139,7.828,7002
550,Fantozzi: White Collar Blues,3/27/1975,1.1506,7.8,842
551,Two Women,12/22/1960,1.9256,7.8,550
552,Kiki's Delivery Service,7/29/1989,6.467,7.8,4289
553,La luna,2/10/2012,1.8592,7.827,814
554,Ivan's Childhood,5/9/1962,1.6993,7.8,774
555,The Boy in the Striped Pyjamas,5/7/2008,7.8093,7.827,7374
556,The Marquis of Grillo,12/23/1981,0.5676,7.826,480
557,To Be or Not to Be,3/6/1942,1.1461,7.825,779
558,The Breadwinner,11/17/2017,1.7456,7.824,870
559,3-Iron,10/15/2004,2.204,7.8,1189
560,It Happened One Night,2/22/1934,2.08,7.823,1316
561,Rosemary's Baby,6/12/1968,4.0548,7.823,4099
562,Us Again,3/3/2021,1.3259,7.821,336
563,The Phantom Carriage,1/1/1921,1.2368,7.821,335
564,Logan,2/28/2017,9.956,7.82,19749
565,The Working Class Goes to Heaven,9/17/1971,0.678,7.8,360
566,The Grapes of Wrath,3/15/1940,1.8866,7.819,1038
567,"Love, Rosie",10/16/2014,7.1079,7.818,6341
568,Midnight Sun,3/22/2018,3.9615,7.8,3485
569,The Bridge on the River Kwai,10/11/1957,3.8145,7.8,2217
570,Finding Nemo,5/30/2003,14.3178,7.8,19826
571,World of Tomorrow,1/22/2015,0.5865,7.8,340
572,Temple Grandin,2/6/2010,2.6432,7.815,503
573,Infernal Affairs,12/12/2002,3.2553,7.815,1724
574,Snatch,9/1/2000,6.8968,7.815,9411
575,Spotlight,11/6/2015,5.1774,7.814,8442
576,Joint Security Area,9/9/2000,2.0049,7.814,751
577,A Bag of Marbles,1/18/2017,2.243,7.8,873
578,The Best Offer,1/1/2013,2.5216,7.813,2920
579,Network,11/14/1976,2.7828,7.812,1859
580,Network,11/14/1976,2.7828,7.812,1859
581,Fantastic Mr. Fox,10/14/2009,6.4663,7.812,5721
582,Pirates of the Caribbean: The Curse of the Black Pearl,7/9/2003,20.6501,7.812,21328
583,The Whale,12/9/2022,5.0477,7.811,4247
584,Tod@s Caen,8/30/2019,1.3295,7.81,478
585,1900,8/28/1976,1.778,7.809,654
586,Before Sunset,6/16/2004,3.7903,7.8,3534
587,Mulholland Drive,6/6/2001,9.3702,7.807,6600
588,Fail Safe,10/7/1964,1.7284,7.8,429
589,Rio Bravo,3/18/1959,3.9478,7.8,1201
590,One Hundred Steps,9/1/2000,1.116,7.805,701
591,The Man Who Shot Liberty Valance,4/13/1962,2.8549,7.8,1212
592,"Spring, Summer, Fall, Winter... and Spring",9/19/2003,2.595,7.807,1114
593,Io Capitano,9/7/2023,1.3901,7.806,761
594,Mr. Nobody,11/6/2009,5.7533,7.806,5981
595,Mishima: A Life in Four Chapters,9/20/1985,1.9063,7.806,310
596,Gifted Hands: The Ben Carson Story,2/7/2009,4.7289,7.799,733
597,Monty Python and the Holy Grail,4/3/1975,4.8735,7.805,6052
598,A Moment to Remember,11/5/2004,2.1955,7.8,335
599,The Wrong Trousers,12/17/1993,2.2645,7.804,1081
600,Evangelion: 2.0 You Can (Not) Advance,6/26/2009,2.7053,7.803,918
601,Nostalgia,6/2/1983,2.7591,7.8,567
602,Land of Mine,12/3/2015,2.2657,7.801,1412
603,I Saw the Devil,8/12/2010,5.9609,7.801,2751
604,L.A. Confidential,9/19/1997,4.6792,7.801,5191
605,Harry Potter and the Goblet of Fire,11/16/2005,19.0472,7.801,21341
606,Die Hard,7/15/1988,7.7688,7.801,11614
607,Toy Story 3,6/16/2010,11.7676,7.8,15097
608,The Last Laugh,12/23/1924,1.4456,7.8,325
609,The Specials,10/23/2019,1.8549,7.798,948
610,Luca,6/17/2021,9.284,7.8,8623
611,My Life as a Zucchini,9/22/2016,1.3976,7.798,1415
612,The Perks of Being a Wallflower,9/20/2012,5.99,7.8,10748
613,Porco Rosso,7/18/1992,5.2396,7.8,3473
614,Into the Wild,9/21/2007,5.115,7.797,9760
615,All My Life,10/23/2020,1.8286,7.796,500
616,Freaks,1/1/1932,2.4214,7.8,1232
617,Forbidden Games,5/9/1952,2.2112,7.794,326
618,Letter from an Unknown Woman,4/28/1948,1.3457,7.794,320
619,Whiplash,1/18/2013,0.9211,7.793,381
620,Solaris,3/20/1972,2.6121,7.8,1696
621,The Twilight Samurai,11/2/2002,1.8971,7.792,332
622,Close,11/1/2022,2.8493,7.8,899
623,Rocky,11/20/1976,9.3583,7.8,8185
624,My Fault,6/8/2023,45.3095,7.789,3765
625,Bajrangi Bhaijaan,7/17/2015,2.5761,7.8,502
626,The Wind Rises,7/20/2013,4.1462,7.8,3161
627,A Movie of Eggs,4/21/2006,1.6161,7.789,306
628,The Best Years of Our Lives,12/25/1946,1.8304,7.789,692
629,Don't Be Bad,9/8/2015,0.6451,7.788,990
630,Straight Outta Compton,8/11/2015,5.2473,7.787,4020
631,The Dark Knight Rises,7/17/2012,14.8508,7.787,23418
632,The Avengers,4/25/2012,31.8743,7.787,32648
633,Presto,6/27/2008,1.5094,7.786,1022
634,Brokeback Mountain,10/22/2005,7.9117,7.786,7242
635,One Life,12/21/2023,5.2686,7.785,836
636,Z,2/26/1969,1.5769,7.785,573
637,Rififi,4/13/1955,1.5846,7.785,593
638,The Girl Who Leapt Through Time,7/15/2006,2.8982,7.784,2102
639,A Woman Under the Influence,11/18/1974,2.2927,7.8,525
640,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,5/28/2003,1.5735,7.783,489
641,Scent of a Woman,12/23/1992,7.1623,7.784,3640
642,Words on Bathroom Walls,8/21/2020,1.9534,7.8,631
643,Dune,9/15/2021,17.9562,7.781,13785
644,The King of Comedy,12/18/1982,3.3448,7.781,2421
645,A Short Film About Love,8/21/1988,1.2897,7.78,388
646,Wings of Desire,9/23/1987,2.7834,7.78,1400
647,Polisse,10/6/2011,1.7961,7.778,1260
648,Day for Night,5/24/1973,1.3878,7.8,618
649,Fanny and Alexander,12/17/1982,1.716,7.776,812
650,Awakenings,12/4/1990,3.808,7.774,2663
651,Back to the Future Part II,11/22/1989,6.8691,7.775,13287
652,The First Slam Dunk,12/3/2022,2.7377,7.774,472
653,Emancipation,12/2/2022,2.7376,7.771,1176
654,Nine Queens,8/31/2000,1.4515,7.771,752
655,Dogville,5/21/2003,4.3413,7.77,2527
656,Donnie Darko,1/19/2001,7.2185,7.77,12845
657,The Ten Commandments,10/5/1956,5.8093,7.767,1727
658,In the Arms of an Assassin,12/6/2019,2.6953,7.766,426
659,Ali: Fear Eats the Soul,3/5/1974,1.4088,7.8,423
660,The Summit of the Gods,9/22/2021,1.1856,7.8,375
661,Through a Glass Darkly,10/16/1961,1.9353,7.8,509
662,The Dinner Game,4/15/1998,2.2574,7.765,1977
663,Do the Right Thing,6/14/1989,3.0545,7.764,1868
664,Perfect Days,11/10/2023,6.552,7.763,1553
665,A Man Called Otto,12/28/2022,9.8654,7.763,3209
666,Luck,8/5/2022,10.1848,7.763,1828
667,Still Walking,6/28/2008,1.7397,7.763,399
668,Le Samouraï,10/25/1967,2.2285,7.8,1165
669,The King and the Mockingbird,3/19/1980,1.952,7.761,389
670,Touch of Evil,3/30/1958,3.266,7.761,1505
671,Short Term 12,8/23/2013,2.1916,7.76,1341
672,Life of Brian,8/17/1979,4.0561,7.76,4627
673,Never Look Away,10/3/2018,1.882,7.759,709
674,Ernest & Celestine,12/12/2012,1.7089,7.8,638
675,A Matter of Life and Death,12/15/1946,2.5957,7.8,434
676,A Walk to Remember,1/25/2002,5.5385,7.758,4129
677,Ip Man,12/12/2008,2.355,7.757,3898
678,PlayTime,12/13/1967,1.5293,7.757,606
679,Big Fish,12/25/2003,5.2253,7.757,7424
680,The Untouchables,6/3/1987,4.6017,7.757,5883
681,God's Own Country,8/31/2017,1.7792,7.755,941
682,Instructions Not Included,7/20/2013,2.4253,7.8,925
683,The Hateful Eight,12/25/2015,7.1936,7.754,14631
684,Angel's Egg,12/22/1985,2.5535,7.754,451
685,Pan's Labyrinth,10/11/2006,9.2074,7.754,10914
686,Rain Man,12/12/1988,4.9767,7.754,6654
687,Amour,9/20/2012,2.1633,7.753,1678
688,The Heist of the Century,1/16/2020,1.9058,7.752,814
689,Train to Busan,7/20/2016,15.7043,7.752,7902
690,My Mom Is a Character,6/21/2013,0.7411,7.752,668
691,Shrek,5/18/2001,19.2735,7.752,17870
692,All Quiet on the Western Front,4/29/1930,3.2261,7.752,855
693,Gran Turismo,8/9/2023,7.8912,7.751,3060
694,Everything Everywhere All at Once,3/24/2022,9.769,7.751,7201
695,Ninja Scroll,6/5/1993,3.3625,7.751,681
696,Zootopia,2/11/2016,22.6629,7.75,16848
697,How to Train Your Dragon: The Hidden World,1/3/2019,17.8188,7.75,6752
698,Partly Cloudy,5/28/2009,2.1616,7.75,1057
699,Ponyo,7/19/2008,7.1656,7.749,4516
700,The Color Purple,12/18/1985,3.8161,7.749,1862
701,Let the Bullets Fly,12/20/2010,2.3966,7.748,314
702,Crooks in Clover,11/27/1963,1.6778,7.748,523
703,The Chaser,2/14/2008,2.7847,7.748,1406
704,The Leopard,3/27/1963,2.5807,7.7,875
705,Shelter,6/16/2007,1.2245,7.746,484
706,Guy Ritchie's The Covenant,4/19/2023,7.5696,7.745,2830
707,RRR,3/24/2022,6.4725,7.745,1436
708,The Normal Heart,5/25/2014,2.0232,7.745,890
709,Misery,11/30/1990,5.8844,7.745,4873
710,Platoon,12/19/1986,7.5235,7.745,4779
711,Mystic River,10/7/2003,5.6473,7.745,6994
712,Batman: Under the Red Hood,7/27/2010,3.3384,7.7,1652
713,Notorious,8/21/1946,2.153,7.7,1656
714,Nothing Left to Do But Cry,12/20/1984,0.6578,7.743,1150
715,Accattone,9/25/1961,1.6146,7.742,490
716,Harry Potter and the Deathly Hallows: Part 1,11/17/2010,18.6811,7.7,19648
717,Better Man,12/6/2024,6.934,7.7,629
718,Don't Blame the Kid,5/13/2016,1.8819,7.739,651
719,Deep Red,3/7/1975,2.2188,7.7,1509
720,The Red Balloon,8/24/1956,0.968,7.738,411
721,Annie Hall,4/19/1977,4.4465,7.7,4029
722,Two Is a Family,12/7/2016,2.7325,7.737,3003
723,Past Lives,6/2/2023,5.9422,7.736,1980
724,Mustang,6/17/2015,1.5931,7.7,1402
725,"Batman: The Dark Knight Returns, Part 1",8/21/2012,4.1324,7.734,1649
726,The King's Speech,11/26/2010,5.4603,7.734,8951
727,Rurouni Kenshin: The Final,4/23/2021,3.901,7.733,508
728,Marriage Story,9/28/2019,3.8277,7.733,7129
729,The Exorcist,12/26/1973,10.4477,7.733,8230
730,Safety Last!,4/1/1923,1.3878,7.732,540
731,Slumdog Millionaire,11/12/2008,5.1964,7.732,10870
732,Cool Hand Luke,11/1/1967,2.8652,7.7,1496
733,All Quiet on the Western Front,10/7/2022,7.4549,7.731,4249
734,Selena,3/21/1997,2.6226,7.731,1256
735,The Breakfast Club,2/15/1985,5.0673,7.731,8214
736,Officer Black Belt,9/12/2024,4.7983,7.73,304
737,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,9/14/2021,1.841,7.7,392
738,Hustle,6/3/2022,3.989,7.73,2665
739,Red Shoes and the Seven Dwarfs,7/25/2019,5.3482,7.73,1104
740,Marriage Italian Style,12/18/1964,0.9906,7.7,522
741,Beauty and the Beast,10/22/1991,14.3386,7.73,10255
742,Magnolia,12/17/1999,5.4605,7.73,3717
743,Underground,5/13/1995,1.9152,7.7,712
744,The Chorus,3/17/2004,3.1872,7.729,2498
745,Three Steps Above Heaven,12/3/2010,9.0595,7.728,3134
746,L'Eclisse,4/13/1962,1.8093,7.728,504
747,Big Hero 6,10/24/2014,15.4284,7.727,16021
748,Rush,9/2/2013,8.2642,7.7,7427
749,Vivre Sa Vie,9/20/1962,1.7018,7.7,670
750,The Blues Brothers,6/16/1980,5.1305,7.726,4353
751,The Sound of Music,3/29/1965,5.8993,7.725,3418
752,Kwaidan,1/6/1965,2.2211,7.724,411
753,Who's Afraid of Virginia Woolf?,6/22/1966,2.3266,7.724,859
754,The Seven Deadly Sins: Cursed by Light,7/2/2021,2.268,7.722,497
755,John Wick: Chapter 4,3/22/2023,19.7855,7.722,7275
756,Cowboy Bebop: The Movie,9/1/2001,3.7891,7.722,961
757,The Celebration,6/19/1998,1.5959,7.7,1162
758,"I, Daniel Blake",10/21/2016,1.7984,7.721,1463
759,Manhattan,4/25/1979,2.6728,7.721,2490
760,The Straight Story,10/15/1999,2.33,7.72,1662
761,Edward Scissorhands,12/7/1990,8.6858,7.718,13262
762,Fiddler on the Roof,11/3/1971,3.3775,7.717,597
763,The Bridges of Madison County,6/2/1995,3.957,7.717,2241
764,Hotel Rwanda,12/22/2004,2.4535,7.717,2966
765,Philadelphia,12/22/1993,3.9545,7.716,4398
766,Knockin' on Heaven's Door,2/20/1997,1.972,7.7,542
767,Batman Begins,6/10/2005,14.9838,7.715,21673
768,The Incredibles,10/27/2004,21.4715,7.714,18164
769,The Gorge,2/13/2025,37.4914,7.713,2899
770,PK,12/18/2014,3.2602,7.713,1052
771,Rurouni Kenshin Part III: The Legend Ends,9/13/2014,3.0892,7.7,521
772,My Night at Maud's,6/4/1969,1.566,7.713,333
773,BPM (Beats per Minute),8/23/2017,1.2925,7.711,1355
774,Mother,5/28/2009,3.1373,7.71,1576
775,The Maltese Falcon,10/18/1941,2.666,7.7,1765
776,Sound of Metal,11/20/2020,2.4885,7.709,2651
777,Sword Art Online: The Movie – Ordinal Scale,2/18/2017,2.6424,7.708,701
778,Holding the Man,8/27/2015,1.0737,7.7,450
779,Day & Night,6/17/2010,1.4401,7.7,913
780,Harry Potter and the Chamber of Secrets,11/13/2002,21.5495,7.7,22716
781,Pride,9/12/2014,2.1432,7.706,1352
782,White Snake,1/11/2019,3.3589,7.705,514
783,The Sacrifice,5/9/1986,2.2177,7.7,566
784,The Children's Hour,12/19/1961,1.388,7.7,371
785,The Promised Land,10/5/2023,3.054,7.704,449
786,Nightcrawler,10/23/2014,8.3586,7.704,11154
787,The Ox-Bow Incident,3/11/1943,1.8491,7.704,405
788,My Mom Is a Character 2,12/22/2016,1.0534,7.703,513
789,Alice in the Cities,5/17/1974,2.3172,7.7,315
790,Brief Encounter,11/24/1945,2.0271,7.703,656
791,"Duck, You Sucker",10/29/1971,3.1401,7.702,1120
792,The Searchers,5/16/1956,3.6397,7.7,1485
793,Fried Green Tomatoes,12/27/1991,3.368,7.7,1398
794,My Little Pony: A New Generation,9/22/2021,2.0626,7.7,321
795,The Man from Nowhere,8/4/2010,4.6595,7.699,1379
796,Monsieur Verdoux,9/26/1947,1.3118,7.698,442
797,Azur & Asmar: The Princes' Quest,10/25/2006,1.3242,7.7,642
798,Constantine: City of Demons - The Movie,10/4/2018,2.7417,7.697,621
799,For Love and Gold,4/7/1966,1.1913,7.697,374
800,Dreams,5/11/1990,2.0651,7.696,507
801,Hiroshima Mon Amour,6/10/1959,2.6955,7.7,856
802,The Broken Circle Breakdown,10/9/2012,1.0712,7.695,1084
803,Cousins,12/10/2019,1.4392,7.694,338
804,Stalag 17,5/29/1953,1.8286,7.694,625
805,Divines,8/31/2016,0.9681,7.693,666
806,Embrace of the Serpent,5/25/2015,1.1055,7.693,475
807,Fireworks,10/30/1997,1.6038,7.693,723
808,Rich in Love,4/30/2020,1.4754,7.692,622
809,Little Eggs: A Frozen Rescue,12/14/2022,3.2919,7.692,357
810,Mysterious Skin,3/30/2005,4.1729,7.7,1155
811,Onibaba,11/21/1964,1.8302,7.7,438
812,Little Miss Sunshine,7/26/2006,5.7,7.692,7424
813,Batman and Superman: Battle of the Super Sons,10/17/2022,2.8194,7.691,320
814,Maudie,6/16/2016,2.4884,7.7,523
815,Kabhi Khushi Kabhie Gham,12/14/2001,2.7605,7.691,569
816,Spirit: Stallion of the Cimarron,5/24/2002,7.2088,7.69,4737
817,Jean de Florette,8/27/1986,1.737,7.691,583
818,"Germany, Year Zero",12/1/1948,1.0428,7.69,394
819,The Martian,9/30/2015,12.6898,7.689,20334
820,If Anything Happens I Love You,3/7/2020,1.1428,7.688,942
821,Boys,1/8/2014,1.5697,7.688,708
822,The Killer,7/13/2022,4.1253,7.687,394
823,Black Swan,12/3/2010,8.086,7.7,14933
824,Fireproof,9/26/2008,4.2559,7.69,807
825,The Big Bad Fox and Other Tales,6/21/2017,1.2961,7.685,300
826,Sleuth,12/10/1972,1.1385,7.685,652
827,"No manches, Frida",9/2/2016,5.9631,7.684,924
828,Belle,7/16/2021,5.0186,7.683,794
829,Harry Potter and the Half-Blood Prince,7/15/2009,17.8832,7.683,20027
830,The Princess Bride,9/25/1987,5.8061,7.683,4780
831,Aftersun,10/21/2022,5.1373,7.7,1604
832,Prey,8/2/2022,9.9581,7.68,7157
833,Descendants 3,8/2/2019,6.7499,7.7,1563
834,"Like Father, Like Son",9/24/2013,1.9426,7.68,755
835,Superman,7/9/2025,186.4536,7.678,1653
836,Back to the Outback,12/3/2021,3.5622,7.679,753
837,The Outlaws,10/3/2017,5.7387,7.679,473
838,Moonrise Kingdom,5/16/2012,3.8236,7.679,6055
839,A Charlie Brown Christmas,12/9/1965,1.9681,7.679,725
840,The Trial of the Chicago 7,9/25/2020,2.4208,7.678,3158
841,Shottas,2/27/2002,2.3821,7.678,346
842,12 Angry Men,8/17/1997,2.3191,7.677,403
843,Cléo from 5 to 7,4/11/1962,2.416,7.677,722
844,Sonic the Hedgehog 3,12/19/2024,43.9503,7.676,2857
845,Rurouni Kenshin: The Beginning,6/4/2021,4.1151,7.676,494
846,Scooby-Doo on Zombie Island,9/22/1998,2.542,7.676,788
847,The Holdovers,10/27/2023,5.139,7.674,2073
848,The Gentlemen,1/1/2020,6.1743,7.675,6165
849,Fabricated City,2/9/2017,3.4046,7.675,323
850,How to Train Your Dragon 2,6/5/2014,20.0929,7.676,9986
851,The Count of Monte Cristo,1/23/2002,6.3513,7.675,1880
852,Fallen Angels,9/6/1995,4.1724,7.7,1159
853,Free Fall,5/27/2013,1.4035,7.674,815
854,Taste of Cherry,9/28/1997,2.2651,7.674,639
855,The Young Girls of Rochefort,3/8/1967,1.275,7.7,625
856,The Hustler,9/25/1961,2.3938,7.674,1012
857,Harry Potter and the Order of the Phoenix,7/8/2007,19.8495,7.674,20051
858,Poor Things,12/7/2023,9.3253,7.674,4880
859,The Blind Side,11/20/2009,13.2015,7.672,6552
860,Mississippi Burning,12/8/1988,3.149,7.7,1791
861,Marcel the Shell with Shoes On,6/24/2022,3.0353,7.7,629
862,Bacurau,8/29/2019,1.2248,7.672,1076
863,October Sky,2/19/1999,3.5665,7.672,1306
864,Nosferatu,2/16/1922,4.8866,7.672,2295
865,Jaws,6/20/1975,13.5628,7.672,10907
866,High Noon,6/9/1952,2.9706,7.7,1496
867,The Warriors,2/1/1979,3.8063,7.671,2243
868,The World's Fastest Indian,10/12/2005,4.0445,7.671,811
869,A Million Miles Away,9/8/2023,3.3795,7.669,478
870,Tetris,3/15/2023,8.0273,7.668,1500
871,The Terminator,10/26/1984,14.1897,7.669,13769
872,Inherit the Wind,7/7/1960,1.5657,7.668,434
873,Strangers on a Train,6/27/1951,4.1189,7.668,1767
874,Harvey,12/4/1950,1.3956,7.7,645
875,Charade,12/1/1963,4.0302,7.667,1445
876,What's Eating Gilbert Grape,12/17/1993,6.6032,7.664,4082
877,Brazil,2/20/1985,3.9054,7.664,3462
878,The Secret World of Arrietty,7/16/2010,4.5854,7.7,2962
879,Father There Is Only One,8/2/2019,2.3907,7.66,746
880,The Traitor,5/23/2019,1.3747,7.7,1371
881,Onward,2/29/2020,5.3621,7.7,6337
882,Lucky and Zorba,12/22/1998,0.9036,7.66,620
883,The Big Heat,10/14/1953,2.001,7.7,516
884,Cast Away,12/22/2000,8.2006,7.66,11762
885,"Black Cat, White Cat",6/1/1998,1.9715,7.659,771
886,Primal Fear,3/6/1996,5.8255,7.658,3590
887,Berserk: The Golden Age Arc III - The Advent,2/1/2013,2.1557,7.657,376
888,Memoirs of a Geisha,12/6/2005,3.9092,7.657,3183
889,All the President's Men,4/9/1976,2.8663,7.657,1914
890,The Batman,3/1/2022,21.0124,7.657,11115
891,White Heat,9/2/1949,1.4286,7.656,504
892,The Conformist,7/1/1970,1.4253,7.656,714
893,The Killing,6/6/1956,2.6429,7.7,1608
894,Captain America: The Winter Soldier,3/20/2014,7.1574,7.7,19308
895,Cat on a Hot Tin Roof,8/29/1958,2.4624,7.7,785
896,"Quo Vadis, Aida?",2/26/2021,0.8502,7.653,432
897,Ask Me If I'm Happy,12/15/2000,0.5548,7.653,1681
898,Iron Man,4/30/2008,18.036,7.652,27185
899,Aladdin,11/25/1992,8.6283,7.653,11561
900,Three Colors: Blue,9/8/1993,3.4917,7.652,1764
901,The Woman King,9/16/2022,4.6053,7.65,2195
902,Godzilla,11/3/1954,3.2754,7.651,1037
903,System Crasher,9/19/2019,0.9152,7.65,350
904,Hunt for the Wilderpeople,3/31/2016,2.5595,7.65,2162
905,Tangerines,10/17/2013,1.1478,7.65,557
906,Kind Hearts and Coronets,6/21/1949,1.7351,7.65,571
907,In the Heat of the Night,8/2/1967,3.1635,7.649,1157
908,Ricky Gervais: Humanity,3/13/2018,0.5803,7.6,478
909,Time of the Gypsies,12/21/1988,1.2649,7.6,405
910,Fantastic Planet,12/1/1973,2.0734,7.6,1016
